fiscal_year,agency_name,agency_start_date,work_location_borough,title_description,leave_status_as_of_june_30,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2019,DEPT OF ED PARA PROFESSIONALS,2004-10-05,MANHATTAN,ANNUAL ED PARA,CEASED,41841.0,per Annum,0.0,6857.28,0.0,0.0,0.0
2019,DEPT OF ED PER SESSION TEACHER,1996-10-16,MANHATTAN,TEACHER- PER SESSION,CEASED,33.18,per Day,0.0,740.6,0.0,0.0,0.0
2019,DEPT OF ED PARA PROFESSIONALS,1999-05-25,MANHATTAN,ANNUAL ED PARA,ACTIVE,39830.0,per Annum,0.0,51968.92,0.0,11.08,0.0
2019,DEPT OF ED PEDAGOGICAL,1998-11-23,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,115959.0,per Annum,0.0,120026.71,0.0,0.0,0.0
2019,DEPT OF ED PER SESSION TEACHER,2008-06-23,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,1539.61,0.0,0.0,2.03
2019,FIRE DEPARTMENT,1996-07-18,BROOKLYN,FIREFIGHTER,ACTIVE,85292.0,per Annum,2085.72,85058.23,228.98,16179.08,17146.89
2019,DEPT OF ED PEDAGOGICAL,2015-09-08,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,81049.0,per Annum,0.0,82307.69,0.0,0.0,0.0
2019,DEPT OF ED PER SESSION TEACHER,2001-09-04,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,1715.12,0.0,0.0,3.11
2019,DEPT OF ED PER SESSION TEACHER,2004-09-07,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,103.73,0.0,0.0,0.0
2019,DEPT OF ED PER SESSION TEACHER,2008-08-28,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,218.21,0.0,0.0,0.0
2019,BOARD OF ELECTION POLL WORKERS,2017-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,625.0,0.0,0.0,0.0
2019,DEPARTMENT OF CORRECTION,2016-01-25,QUEENS,INVESTIGATOR,CEASED,30.91,per Hour,273.0,9958.0,0.0,0.0,222.98
2019,HRA/DEPT OF SOCIAL SERVICES,2018-12-10,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,36649.0,per Annum,999.5,19268.4,0.0,0.0,0.0
2019,DEPT OF ED HRLY SUPPORT STAFF,2006-01-20,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,16.04,per Hour,0.0,27061.3,0.0,0.0,0.0
2019,HRA/DEPT OF SOCIAL SERVICES,1990-10-29,BROOKLYN,ASSOCIATE JOB OPPORTUNITY SPECIALIST,ACTIVE,67987.0,per Annum,1825.0,68642.87,0.0,0.0,4516.52
2019,DEPT OF ED PEDAGOGICAL,1996-09-03,MANHATTAN,TEACHER,ACTIVE,121862.0,per Annum,0.0,131228.23,0.0,0.0,0.0
2019,DEPT OF ED PER DIEM TEACHERS,2004-02-25,MANHATTAN,TEACHER-GENERAL ED,ACTIVE,110.29,per Day,0.0,9484.28,0.0,0.0,0.73
2019,DEPT OF ED HRLY SUPPORT STAFF,1993-10-25,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,16.54,per Hour,0.0,38276.37,0.0,1777.3,0.0
2019,COMMUNITY COLLEGE (MANHATTAN),2018-11-03,MANHATTAN,NON-TEACHING ADJUNCT I,ACTIVE,42.95,per Hour,0.0,600.0,0.0,0.0,0.0
2019,DEPARTMENT OF EDUCATION ADMIN,2002-01-02,BROOKLYN,PHYSICAL THERAPIST,ACTIVE,76900.0,per Annum,1664.0,75717.29,0.0,0.0,17246.48
2019,ADMIN FOR CHILDREN'S SVCS,2016-06-06,QUEENS,COMMUNITY ASSOCIATE,ACTIVE,42799.0,per Annum,1825.0,43048.78,0.0,1.8,0.0
2019,DEPT OF ED PER SESSION TEACHER,1999-10-29,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,19559.78,0.0,0.0,0.23
2019,COMMUNITY COLLEGE (BRONX),2016-04-11,QUEENS,EOC ASSISTANT TO HEO,CEASED,55837.0,per Annum,1085.0,33196.1,0.0,0.0,1772.6
2019,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,1075.0,0.0,0.0,0.0
2019,DEPT OF ED PEDAGOGICAL,2010-10-12,MANHATTAN,TEACHER SPECIAL EDUCATION,ACTIVE,92322.0,per Annum,0.0,94555.23,0.0,0.0,0.0
2019,BOARD OF ELECTION POLL WORKERS,2018-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,875.0,0.0,0.0,0.0
2019,DEPT OF ED PEDAGOGICAL,2000-09-05,MANHATTAN,PRINCIPAL,ACTIVE,153055.0,per Annum,0.0,166315.31,0.0,0.0,0.0
2019,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,875.0,0.0,0.0,0.0
2019,FIRE DEPARTMENT,2013-01-14,MANHATTAN,EMERGENCY MEDICAL SPECIALIST-PARAMEDIC,ACTIVE,51854.0,per Annum,2000.35,51607.46,142.5,4585.36,2694.85
2019,COMMUNITY COLLEGE (BRONX),2018-08-20,BRONX,ADJUNCT LECTURER,SEASONAL,107.39,per Day,130.0,17181.6,0.0,0.0,0.0
2019,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,881.0,0.0,0.0,0.0
2019,DEPT OF ED PER SESSION TEACHER,2013-09-03,MANHATTAN,TEACHER- PER SESSION,ACTIVE,33.18,per Day,0.0,2660.75,0.0,0.0,0.69
2019,DEPT OF ED PEDAGOGICAL,1983-12-14,OTHER,TEACHER,ACTIVE,96871.0,per Annum,0.0,109879.58,0.0,0.0,0.0
